raceId,driverId,constructorId,position,q1,q2,q3
79,4,4,6,0 days 00:01:11.380000,0 days 00:00:00,0 days 00:00:00
79,22,6,7,0 days 00:01:11.431000,0 days 00:00:00,0 days 00:00:00
79,11,16,8,0 days 00:01:11.497000,0 days 00:00:00,0 days 00:00:00
79,17,3,9,0 days 00:01:11.527000,0 days 00:00:00,0 days 00:00:00
79,13,15,10,0 days 00:01:11.555000,0 days 00:00:00,0 days 00:00:00
79,31,1,11,0 days 00:01:11.681000,0 days 00:00:00,0 days 00:00:00
79,35,15,12,0 days 00:01:11.691000,0 days 00:00:00,0 days 00:00:00
79,41,7,13,0 days 00:01:11.754000,0 days 00:00:00,0 days 00:00:00
79,32,9,14,0 days 00:01:12.132000,0 days 00:00:00,0 days 00:00:00
79,2,3,15,0 days 00:01:12.430000,0 days 00:00:00,0 days 00:00:00
79,14,9,16,0 days 00:01:12.682000,0 days 00:00:00,0 days 00:00:00
79,33,17,17,0 days 00:01:13.462000,0 days 00:00:00,0 days 00:00:00
79,27,18,18,0 days 00:01:13.632000,0 days 00:00:00,0 days 00:00:00
79,39,17,19,0 days 00:01:13.776000,0 days 00:00:00,0 days 00:00:00
79,40,18,20,0 days 00:01:14.494000,0 days 00:00:00,0 days 00:00:00
80,4,4,1,0 days 00:01:14.412000,0 days 00:00:00,0 days 00:00:00
80,15,7,2,0 days 00:01:14.521000,0 days 00:00:00,0 days 00:00:00
80,8,1,3,0 days 00:01:14.559000,0 days 00:00:00,0 days 00:00:00
80,30,6,4,0 days 00:01:14.572000,0 days 00:00:00,0 days 00:00:00
80,11,16,5,0 days 00:01:14.655000,0 days 00:00:00,0 days 00:00:00
80,22,6,6,0 days 00:01:14.832000,0 days 00:00:00,0 days 00:00:00
80,21,4,7,0 days 00:01:14.887000,0 days 00:00:00,0 days 00:00:00
80,18,16,8,0 days 00:01:15.051000,0 days 00:00:00,0 days 00:00:00
80,31,1,9,0 days 00:01:15.406000,0 days 00:00:00,0 days 00:00:00
80,13,15,10,0 days 00:01:15.566000,0 days 00:00:00,0 days 00:00:00
80,35,15,11,0 days 00:01:15.699000,0 days 00:00:00,0 days 00:00:00
80,23,7,12,0 days 00:01:15.771000,0 days 00:00:00,0 days 00:00:00
80,17,3,13,0 days 00:01:15.885000,0 days 00:00:00,0 days 00:00:00
80,2,3,14,0 days 00:01:16.207000,0 days 00:00:00,0 days 00:00:00
80,14,9,15,0 days 00:01:16.434000,0 days 00:00:00,0 days 00:00:00
80,32,9,16,0 days 00:01:16.547000,0 days 00:00:00,0 days 00:00:00
80,39,17,17,0 days 00:01:17.857000,0 days 00:00:00,0 days 00:00:00
80,40,18,18,0 days 00:01:17.960000,0 days 00:00:00,0 days 00:00:00
80,33,17,19,0 days 00:01:18.047000,0 days 00:00:00,0 days 00:00:00
80,27,18,20,0 days 00:01:18.335000,0 days 00:00:00,0 days 00:00:00
81,4,4,1,0 days 00:01:19.905000,0 days 00:00:00,0 days 00:00:00
81,8,1,2,0 days 00:01:19.932000,0 days 00:00:00,0 days 00:00:00
81,18,16,3,0 days 00:01:20.207000,0 days 00:00:00,0 days 00:00:00
81,31,1,4,0 days 00:01:20.382000,0 days 00:00:00,0 days 00:00:00
81,15,7,5,0 days 00:01:20.459000,0 days 00:00:00,0 days 00:00:00
81,22,6,6,0 days 00:01:20.906000,0 days 00:00:00,0 days 00:00:00
81,21,4,7,0 days 00:01:21.010000,0 days 00:00:00,0 days 00:00:00
81,11,16,8,0 days 00:01:21.114000,0 days 00:00:00,0 days 00:00:00
81,23,7,9,0 days 00:01:21.191000,0 days 00:00:00,0 days 00:00:00
81,30,6,10,0 days 00:01:21.275000,0 days 00:00:00,0 days 00:00:00
81,35,15,11,0 days 00:01:21.352000,0 days 00:00:00,0 days 00:00:00
81,17,3,12,0 days 00:01:21.997000,0 days 00:00:00,0 days 00:00:00
81,14,9,13,0 days 00:01:22.108000,0 days 00:00:00,0 days 00:00:00
81,2,3,14,0 days 00:01:22.117000,0 days 00:00:00,0 days 00:00:00
81,32,9,15,0 days 00:01:22.207000,0 days 00:00:00,0 days 00:00:00
81,13,15,16,0 days 00:01:22.495000,0 days 00:00:00,0 days 00:00:00
81,39,17,17,0 days 00:01:23.583000,0 days 00:00:00,0 days 00:00:00
81,27,18,18,0 days 00:01:24.576000,0 days 00:00:00,0 days 00:00:00
81,40,18,19,0 days 00:01:25.566000,0 days 00:00:00,0 days 00:00:00
81,33,17,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
82,8,1,1,0 days 00:01:14.320000,0 days 00:00:00,0 days 00:00:00
82,18,16,2,0 days 00:01:14.759000,0 days 00:00:00,0 days 00:00:00
82,4,4,3,0 days 00:01:14.904000,0 days 00:00:00,0 days 00:00:00
82,21,4,4,0 days 00:01:14.927000,0 days 00:00:00,0 days 00:00:00
82,30,6,5,0 days 00:01:15.006000,0 days 00:00:00,0 days 00:00:00
82,17,3,6,0 days 00:01:15.070000,0 days 00:00:00,0 days 00:00:00
82,2,3,7,0 days 00:01:15.403000,0 days 00:00:00,0 days 00:00:00
82,11,16,8,0 days 00:01:15.501000,0 days 00:00:00,0 days 00:00:00
82,15,7,9,0 days 00:01:15.532000,0 days 00:00:00,0 days 00:00:00
82,32,9,10,0 days 00:01:15.635000,0 days 00:00:00,0 days 00:00:00
82,14,9,11,0 days 00:01:15.679000,0 days 00:00:00,0 days 00:00:00
82,23,7,12,0 days 00:01:15.689000,0 days 00:00:00,0 days 00:00:00
82,13,15,13,0 days 00:01:16.009000,0 days 00:00:00,0 days 00:00:00
82,35,15,14,0 days 00:01:16.012000,0 days 00:00:00,0 days 00:00:00
82,22,6,15,0 days 00:01:16.230000,0 days 00:00:00,0 days 00:00:00
82,27,18,16,0 days 00:01:17.519000,0 days 00:00:00,0 days 00:00:00
82,38,18,17,0 days 00:01:18.313000,0 days 00:00:00,0 days 00:00:00
82,33,17,18,0 days 00:01:18.599000,0 days 00:00:00,0 days 00:00:00
82,31,1,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
82,39,17,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
83,30,6,1,0 days 00:01:19.882000,0 days 00:00:00,0 days 00:00:00
83,31,1,2,0 days 00:01:20.779000,0 days 00:00:00,0 days 00:00:00
83,15,7,3,0 days 00:01:20.839000,0 days 00:00:00,0 days 00:00:00
83,8,1,4,0 days 00:01:20.891000,0 days 00:00:00,0 days 00:00:00
83,23,7,5,0 days 00:01:20.964000,0 days 00:00:00,0 days 00:00:00
83,4,4,6,0 days 00:01:21.141000,0 days 00:00:00,0 days 00:00:00
83,22,6,7,0 days 00:01:21.158000,0 days 00:00:00,0 days 00:00:00
83,18,16,8,0 days 00:01:21.302000,0 days 00:00:00,0 days 00:00:00
83,21,4,9,0 days 00:01:21.333000,0 days 00:00:00,0 days 00:00:00
83,11,16,10,0 days 00:01:21.787000,0 days 00:00:00,0 days 00:00:00
83,32,9,11,0 days 00:01:21.937000,0 days 00:00:00,0 days 00:00:00
83,2,3,12,0 days 00:01:22.086000,0 days 00:00:00,0 days 00:00:00
83,14,9,13,0 days 00:01:22.279000,0 days 00:00:00,0 days 00:00:00
83,13,15,14,0 days 00:01:22.565000,0 days 00:00:00,0 days 00:00:00
83,35,15,15,0 days 00:01:22.866000,0 days 00:00:00,0 days 00:00:00
83,17,3,16,0 days 00:01:23.495000,0 days 00:00:00,0 days 00:00:00
83,27,18,17,0 days 00:01:24.443000,0 days 00:00:00,0 days 00:00:00
83,39,17,18,0 days 00:01:25.057000,0 days 00:00:00,0 days 00:00:00
83,38,18,19,0 days 00:01:25.484000,0 days 00:00:00,0 days 00:00:00
83,33,17,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
84,8,1,1,0 days 00:01:26.797000,0 days 00:00:00,0 days 00:00:00
84,21,4,2,0 days 00:01:27.039000,0 days 00:00:00,0 days 00:00:00
84,4,4,3,0 days 00:01:27.050000,0 days 00:00:00,0 days 00:00:00
84,31,1,4,0 days 00:01:27.352000,0 days 00:00:00,0 days 00:00:00
84,15,7,5,0 days 00:01:27.501000,0 days 00:00:00,0 days 00:00:00
84,2,3,6,0 days 00:01:27.929000,0 days 00:00:00,0 days 00:00:00
84,17,3,7,0 days 00:01:27.944000,0 days 00:00:00,0 days 00:00:00
84,13,15,8,0 days 00:01:28.419000,0 days 00:00:00,0 days 00:00:00
84,23,7,9,0 days 00:01:28.594000,0 days 00:00:00,0 days 00:00:00
84,32,9,10,0 days 00:01:28.963000,0 days 00:00:00,0 days 00:00:00
84,22,6,11,0 days 00:01:29.369000,0 days 00:00:00,0 days 00:00:00
84,14,9,12,0 days 00:01:29.764000,0 days 00:00:00,0 days 00:00:00
84,18,16,13,0 days 00:01:30.063000,0 days 00:00:00,0 days 00:00:00
84,11,16,14,0 days 00:01:30.175000,0 days 00:00:00,0 days 00:00:00
84,33,17,15,0 days 00:01:30.710000,0 days 00:00:00,0 days 00:00:00
84,27,18,16,0 days 00:01:32.186000,0 days 00:00:00,0 days 00:00:00
84,38,18,17,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
84,35,15,18,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
84,39,17,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
84,30,6,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
85,8,1,1,0 days 00:01:20.878000,0 days 00:00:00,0 days 00:00:00
85,31,1,2,0 days 00:01:21.054000,0 days 00:00:00,0 days 00:00:00
85,4,4,3,0 days 00:01:21.319000,0 days 00:00:00,0 days 00:00:00
85,18,16,4,0 days 00:01:21.369000,0 days 00:00:00,0 days 00:00:00
85,11,16,5,0 days 00:01:21.477000,0 days 00:00:00,0 days 00:00:00
85,15,7,6,0 days 00:01:21.640000,0 days 00:00:00,0 days 00:00:00
85,30,6,7,0 days 00:01:21.721000,0 days 00:00:00,0 days 00:00:00
85,22,6,8,0 days 00:01:21.962000,0 days 00:00:00,0 days 00:00:00
85,21,4,9,0 days 00:01:22.068000,0 days 00:00:00,0 days 00:00:00
85,23,7,10,0 days 00:01:22.266000,0 days 00:00:00,0 days 00:00:00
85,14,9,11,0 days 00:01:22.304000,0 days 00:00:00,0 days 00:00:00
85,35,15,12,0 days 00:01:22.356000,0 days 00:00:00,0 days 00:00:00
85,32,9,13,0 days 00:01:22.532000,0 days 00:00:00,0 days 00:00:00
85,17,3,14,0 days 00:01:22.560000,0 days 00:00:00,0 days 00:00:00
85,13,15,15,0 days 00:01:23.060000,0 days 00:00:00,0 days 00:00:00
85,42,3,16,0 days 00:01:23.291000,0 days 00:00:00,0 days 00:00:00
85,33,17,17,0 days 00:01:24.666000,0 days 00:00:00,0 days 00:00:00
85,38,18,18,0 days 00:01:24.904000,0 days 00:00:00,0 days 00:00:00
85,39,17,19,0 days 00:01:25.859000,0 days 00:00:00,0 days 00:00:00
85,27,18,20,0 days 00:01:26.964000,0 days 00:00:00,0 days 00:00:00
86,31,1,1,0 days 00:01:46.391000,0 days 00:00:00,0 days 00:00:00
86,8,1,2,0 days 00:01:46.440000,0 days 00:00:00,0 days 00:00:00
86,21,4,3,0 days 00:01:46.497000,0 days 00:00:00,0 days 00:00:00
86,15,7,4,0 days 00:01:46.596000,0 days 00:00:00,0 days 00:00:00
86,4,4,5,0 days 00:01:46.760000,0 days 00:00:00,0 days 00:00:00
86,23,7,6,0 days 00:01:47.401000,0 days 00:00:00,0 days 00:00:00
86,30,6,7,0 days 00:01:47.476000,0 days 00:00:00,0 days 00:00:00
86,13,15,8,0 days 00:01:47.867000,0 days 00:00:00,0 days 00:00:00
86,18,16,9,0 days 00:01:47.978000,0 days 00:00:00,0 days 00:00:00
86,17,3,10,0 days 00:01:48.071000,0 days 00:00:00,0 days 00:00:00
86,11,16,11,0 days 00:01:48.353000,0 days 00:00:00,0 days 00:00:00
86,14,9,12,0 days 00:01:48.508000,0 days 00:00:00,0 days 00:00:00
86,22,6,13,0 days 00:01:48.550000,0 days 00:00:00,0 days 00:00:00
86,35,15,14,0 days 00:01:48.889000,0 days 00:00:00,0 days 00:00:00
86,42,3,15,0 days 00:01:48.898000,0 days 00:00:00,0 days 00:00:00
86,32,9,16,0 days 00:01:48.994000,0 days 00:00:00,0 days 00:00:00
86,38,18,17,0 days 00:01:49.779000,0 days 00:00:00,0 days 00:00:00
86,27,18,18,0 days 00:01:49.842000,0 days 00:00:00,0 days 00:00:00
86,33,17,19,0 days 00:01:51.498000,0 days 00:00:00,0 days 00:00:00
86,39,17,20,0 days 00:01:51.675000,0 days 00:00:00,0 days 00:00:00
87,4,4,1,0 days 00:01:11.988000,0 days 00:00:00,0 days 00:00:00
87,31,1,2,0 days 00:01:12.145000,0 days 00:00:00,0 days 00:00:00
87,21,4,3,0 days 00:01:12.558000,0 days 00:00:00,0 days 00:00:00
87,18,16,4,0 days 00:01:12.696000,0 days 00:00:00,0 days 00:00:00
87,8,1,5,0 days 00:01:12.781000,0 days 00:00:00,0 days 00:00:00
87,32,9,6,0 days 00:01:12.889000,0 days 00:00:00,0 days 00:00:00
87,30,6,7,0 days 00:01:12.976000,0 days 00:00:00,0 days 00:00:00
87,15,7,8,0 days 00:01:13.041000,0 days 00:00:00,0 days 00:00:00
87,13,15,9,0 days 00:01:13.151000,0 days 00:00:00,0 days 00:00:00
87,22,6,10,0 days 00:01:13.183000,0 days 00:00:00,0 days 00:00:00
87,23,7,11,0 days 00:01:13.285000,0 days 00:00:00,0 days 00:00:00
87,35,15,12,0 days 00:01:13.372000,0 days 00:00:00,0 days 00:00:00
87,33,17,13,0 days 00:01:13.387000,0 days 00:00:00,0 days 00:00:00
87,17,3,14,0 days 00:01:13.538000,0 days 00:00:00,0 days 00:00:00
87,42,3,15,0 days 00:01:13.581000,0 days 00:00:00,0 days 00:00:00
87,14,9,16,0 days 00:01:13.844000,0 days 00:00:00,0 days 00:00:00
87,39,17,17,0 days 00:01:14.520000,0 days 00:00:00,0 days 00:00:00
87,27,18,18,0 days 00:01:14.763000,0 days 00:00:00,0 days 00:00:00
87,11,16,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
87,38,18,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
88,23,7,1,0 days 00:01:46.106000,0 days 00:00:00,0 days 00:00:00
88,18,16,2,0 days 00:01:46.141000,0 days 00:00:00,0 days 00:00:00
88,21,4,3,0 days 00:01:46.276000,0 days 00:00:00,0 days 00:00:00
88,32,9,4,0 days 00:01:46.464000,0 days 00:00:00,0 days 00:00:00
88,11,16,5,0 days 00:01:46.841000,0 days 00:00:00,0 days 00:00:00
88,14,9,6,0 days 00:01:46.892000,0 days 00:00:00,0 days 00:00:00
88,17,3,7,0 days 00:01:47.233000,0 days 00:00:00,0 days 00:00:00
88,35,15,8,0 days 00:01:47.440000,0 days 00:00:00,0 days 00:00:00
88,22,6,9,0 days 00:01:48.248000,0 days 00:00:00,0 days 00:00:00
88,13,15,10,0 days 00:01:48.278000,0 days 00:00:00,0 days 00:00:00
88,39,17,11,0 days 00:01:48.718000,0 days 00:00:00,0 days 00:00:00
88,42,3,12,0 days 00:01:48.898000,0 days 00:00:00,0 days 00:00:00
88,27,18,13,0 days 00:01:50.843000,0 days 00:00:00,0 days 00:00:00
88,30,6,14,0 days 00:01:52.676000,0 days 00:00:00,0 days 00:00:00
88,38,18,15,0 days 00:01:52.894000,0 days 00:00:00,0 days 00:00:00
88,4,4,16,0 days 00:01:54.667000,0 days 00:00:00,0 days 00:00:00
88,8,1,17,0 days 00:02:02.309000,0 days 00:00:00,0 days 00:00:00
88,31,1,18,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
88,15,7,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
88,33,17,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
89,4,4,1,0 days 00:01:34.080000,0 days 00:00:00,0 days 00:00:00
89,21,4,2,0 days 00:01:34.401000,0 days 00:00:00,0 days 00:00:00
89,8,1,3,0 days 00:01:34.488000,0 days 00:00:00,0 days 00:00:00
89,18,16,4,0 days 00:01:34.801000,0 days 00:00:00,0 days 00:00:00
89,31,1,5,0 days 00:01:35.188000,0 days 00:00:00,0 days 00:00:00
89,30,6,6,0 days 00:01:35.301000,0 days 00:00:00,0 days 00:00:00
89,14,9,7,0 days 00:01:35.428000,0 days 00:00:00,0 days 00:00:00
89,22,6,8,0 days 00:01:35.610000,0 days 00:00:00,0 days 00:00:00
89,23,7,9,0 days 00:01:35.723000,0 days 00:00:00,0 days 00:00:00
89,17,3,10,0 days 00:01:35.739000,0 days 00:00:00,0 days 00:00:00
89,13,15,11,0 days 00:01:35.898000,0 days 00:00:00,0 days 00:00:00
89,15,7,12,0 days 00:01:36.044000,0 days 00:00:00,0 days 00:00:00
89,42,3,13,0 days 00:01:36.445000,0 days 00:00:00,0 days 00:00:00
89,32,9,14,0 days 00:01:36.472000,0 days 00:00:00,0 days 00:00:00
89,39,17,15,0 days 00:01:36.707000,0 days 00:00:00,0 days 00:00:00
89,35,15,16,0 days 00:01:36.788000,0 days 00:00:00,0 days 00:00:00
89,11,16,17,0 days 00:01:37.083000,0 days 00:00:00,0 days 00:00:00
89,27,18,18,0 days 00:01:39.105000,0 days 00:00:00,0 days 00:00:00
89,33,17,19,0 days 00:01:39.233000,0 days 00:00:00,0 days 00:00:00
89,38,18,20,0 days 00:01:39.460000,0 days 00:00:00,0 days 00:00:00
104,22,6,1,0 days 00:01:20.089000,0 days 00:00:00,0 days 00:00:00
104,31,3,2,0 days 00:01:20.620000,0 days 00:00:00,0 days 00:00:00
104,30,6,3,0 days 00:01:20.637000,0 days 00:00:00,0 days 00:00:00
104,4,4,4,0 days 00:01:20.645000,0 days 00:00:00,0 days 00:00:00
104,11,16,5,0 days 00:01:20.715000,0 days 00:00:00,0 days 00:00:00
104,18,16,6,0 days 00:01:20.786000,0 days 00:00:00,0 days 00:00:00
104,8,1,7,0 days 00:01:20.877000,0 days 00:00:00,0 days 00:00:00
104,42,3,8,0 days 00:01:20.888000,0 days 00:00:00,0 days 00:00:00
104,15,4,9,0 days 00:01:21.027000,0 days 00:00:00,0 days 00:00:00
104,14,1,10,0 days 00:01:21.049000,0 days 00:00:00,0 days 00:00:00
104,41,7,11,0 days 00:01:21.520000,0 days 00:00:00,0 days 00:00:00
104,17,19,12,0 days 00:01:21.602000,0 days 00:00:00,0 days 00:00:00
104,44,7,13,0 days 00:01:21.841000,0 days 00:00:00,0 days 00:00:00
104,32,19,14,0 days 00:01:21.989000,0 days 00:00:00,0 days 00:00:00
104,21,15,15,0 days 00:01:22.239000,0 days 00:00:00,0 days 00:00:00
104,13,15,16,0 days 00:01:22.287000,0 days 00:00:00,0 days 00:00:00
104,2,17,17,0 days 00:01:22.301000,0 days 00:00:00,0 days 00:00:00
104,45,17,18,0 days 00:01:23.239000,0 days 00:00:00,0 days 00:00:00
104,47,18,19,0 days 00:01:24.808000,0 days 00:00:00,0 days 00:00:00
104,46,18,20,0 days 00:01:24.910000,0 days 00:00:00,0 days 00:00:00
109,4,4,1,0 days 00:01:37.044000,0 days 00:00:00,0 days 00:00:00
109,15,4,2,0 days 00:01:37.217000,0 days 00:00:00,0 days 00:00:00
109,30,6,3,0 days 00:01:37.393000,0 days 00:00:00,0 days 00:00:00
109,14,1,4,0 days 00:01:37.454000,0 days 00:00:00,0 days 00:00:00
109,22,6,5,0 days 00:01:37.579000,0 days 00:00:00,0 days 00:00:00
109,2,15,6,0 days 00:01:37.766000,0 days 00:00:00,0 days 00:00:00
109,8,1,7,0 days 00:01:37.858000,0 days 00:00:00,0 days 00:00:00
109,31,3,8,0 days 00:01:37.974000,0 days 00:00:00,0 days 00:00:00
109,18,16,9,0 days 00:01:38.073000,0 days 00:00:00,0 days 00:00:00
109,44,7,10,0 days 00:01:38.094000,0 days 00:00:00,0 days 00:00:00
109,43,7,11,0 days 00:01:38.097000,0 days 00:00:00,0 days 00:00:00
109,35,16,12,0 days 00:01:38.289000,0 days 00:00:00,0 days 00:00:00
109,49,15,13,0 days 00:01:38.291000,0 days 00:00:00,0 days 00:00:00
109,21,17,14,0 days 00:01:38.416000,0 days 00:00:00,0 days 00:00:00
109,42,19,15,0 days 00:01:38.516000,0 days 00:00:00,0 days 00:00:00
109,17,19,16,0 days 00:01:38.624000,0 days 00:00:00,0 days 00:00:00
109,23,3,17,0 days 00:01:38.789000,0 days 00:00:00,0 days 00:00:00
109,50,18,18,0 days 00:01:40.417000,0 days 00:00:00,0 days 00:00:00
109,51,18,19,0 days 00:01:40.599000,0 days 00:00:00,0 days 00:00:00
109,52,17,20,0 days 00:01:40.910000,0 days 00:00:00,0 days 00:00:00
125,30,6,1,0 days 00:01:35.266000,0 days 00:00:00,0 days 00:00:00
125,31,3,2,0 days 00:01:35.497000,0 days 00:00:00,0 days 00:00:00
125,22,6,3,0 days 00:01:35.891000,0 days 00:00:00,0 days 00:00:00
125,23,3,4,0 days 00:01:36.028000,0 days 00:00:00,0 days 00:00:00
125,8,1,5,0 days 00:01:36.468000,0 days 00:00:00,0 days 00:00:00
125,14,1,6,0 days 00:01:36.477000,0 days 00:00:00,0 days 00:00:00
125,2,15,7,0 days 00:01:37.199000,0 days 00:00:00,0 days 00:00:00
125,18,4,8,0 days 00:01:37.245000,0 days 00:00:00,0 days 00:00:00
125,21,17,9,0 days 00:01:37.536000,0 days 00:00:00,0 days 00:00:00
125,63,7,10,0 days 00:01:37.694000,0 days 00:00:00,0 days 00:00:00
125,49,21,11,0 days 00:01:37.919000,0 days 00:00:00,0 days 00:00:00
125,15,4,12,0 days 00:01:37.920000,0 days 00:00:00,0 days 00:00:00
125,35,16,13,0 days 00:01:38.039000,0 days 00:00:00,0 days 00:00:00
125,13,15,14,0 days 00:01:38.057000,0 days 00:00:00,0 days 00:00:00
125,11,17,15,0 days 00:01:38.141000,0 days 00:00:00,0 days 00:00:00
125,59,21,16,0 days 00:01:38.284000,0 days 00:00:00,0 days 00:00:00
125,37,19,17,0 days 00:01:38.374000,0 days 00:00:00,0 days 00:00:00
125,44,16,18,0 days 00:01:38.390000,0 days 00:00:00,0 days 00:00:00
125,66,7,19,0 days 00:01:38.959000,0 days 00:00:00,0 days 00:00:00
125,56,19,20,0 days 00:01:39.121000,0 days 00:00:00,0 days 00:00:00
125,17,18,21,0 days 00:01:39.454000,0 days 00:00:00,0 days 00:00:00
125,62,18,22,0 days 00:01:40.158000,0 days 00:00:00,0 days 00:00:00
140,30,6,1,0 days 00:01:31.317000,0 days 00:00:00,0 days 00:00:00
140,22,6,2,0 days 00:01:31.749000,0 days 00:00:00,0 days 00:00:00
140,14,1,3,0 days 00:01:32.088000,0 days 00:00:00,0 days 00:00:00
140,8,1,4,0 days 00:01:32.197000,0 days 00:00:00,0 days 00:00:00
140,23,3,5,0 days 00:01:32.444000,0 days 00:00:00,0 days 00:00:00
140,31,3,6,0 days 00:01:32.507000,0 days 00:00:00,0 days 00:00:00
140,11,17,7,0 days 00:01:33.090000,0 days 00:00:00,0 days 00:00:00
140,21,17,8,0 days 00:01:33.276000,0 days 00:00:00,0 days 00:00:00
140,35,16,9,0 days 00:01:33.349000,0 days 00:00:00,0 days 00:00:00
140,18,4,10,0 days 00:01:33.429000,0 days 00:00:00,0 days 00:00:00
140,15,4,11,0 days 00:01:33.547000,0 days 00:00:00,0 days 00:00:00
140,2,15,12,0 days 00:01:33.553000,0 days 00:00:00,0 days 00:00:00
140,63,7,13,0 days 00:01:33.742000,0 days 00:00:00,0 days 00:00:00
140,56,19,14,0 days 00:01:33.915000,0 days 00:00:00,0 days 00:00:00
140,13,15,15,0 days 00:01:33.979000,0 days 00:00:00,0 days 00:00:00
140,44,16,16,0 days 00:01:34.192000,0 days 00:00:00,0 days 00:00:00
140,37,19,17,0 days 00:01:34.227000,0 days 00:00:00,0 days 00:00:00
140,66,7,18,0 days 00:01:35.191000,0 days 00:00:00,0 days 00:00:00
140,17,18,19,0 days 00:01:35.958000,0 days 00:00:00,0 days 00:00:00
140,62,18,20,0 days 00:01:36.267000,0 days 00:00:00,0 days 00:00:00
156,30,6,1,0 days 00:01:11.708000,0 days 00:00:00,0 days 00:00:00
156,23,3,2,0 days 00:01:11.986000,0 days 00:00:00,0 days 00:00:00
156,31,3,3,0 days 00:01:12.252000,0 days 00:00:00,0 days 00:00:00
156,57,1,4,0 days 00:01:12.309000,0 days 00:00:00,0 days 00:00:00
156,22,6,5,0 days 00:01:12.327000,0 days 00:00:00,0 days 00:00:00
156,2,15,6,0 days 00:01:12.434000,0 days 00:00:00,0 days 00:00:00
156,14,1,7,0 days 00:01:12.500000,0 days 00:00:00,0 days 00:00:00
156,15,17,8,0 days 00:01:12.605000,0 days 00:00:00,0 days 00:00:00
156,55,17,9,0 days 00:01:12.607000,0 days 00:00:00,0 days 00:00:00
156,18,22,10,0 days 00:01:12.805000,0 days 00:00:00,0 days 00:00:00
156,8,15,11,0 days 00:01:12.881000,0 days 00:00:00,0 days 00:00:00
156,21,22,12,0 days 00:01:12.942000,0 days 00:00:00,0 days 00:00:00
156,44,16,13,0 days 00:01:13.122000,0 days 00:00:00,0 days 00:00:00
156,56,19,14,0 days 00:01:13.189000,0 days 00:00:00,0 days 00:00:00
156,49,20,15,0 days 00:01:13.281000,0 days 00:00:00,0 days 00:00:00
156,37,19,16,0 days 00:01:13.679000,0 days 00:00:00,0 days 00:00:00
156,4,18,17,0 days 00:01:13.991000,0 days 00:00:00,0 days 00:00:00
156,35,16,18,0 days 00:01:14.012000,0 days 00:00:00,0 days 00:00:00
156,59,21,19,0 days 00:01:14.129000,0 days 00:00:00,0 days 00:00:00
156,50,21,20,0 days 00:01:14.138000,0 days 00:00:00,0 days 00:00:00
156,61,20,21,0 days 00:01:14.185000,0 days 00:00:00,0 days 00:00:00
156,62,18,22,0 days 00:01:15.247000,0 days 00:00:00,0 days 00:00:00
158,57,1,1,0 days 00:01:30.556000,0 days 00:00:00,0 days 00:00:00
158,14,1,2,0 days 00:01:30.910000,0 days 00:00:00,0 days 00:00:00
158,30,6,3,0 days 00:01:31.075000,0 days 00:00:00,0 days 00:00:00
158,22,6,4,0 days 00:01:31.102000,0 days 00:00:00,0 days 00:00:00
158,49,17,5,0 days 00:01:31.359000,0 days 00:00:00,0 days 00:00:00
158,15,17,6,0 days 00:01:31.504000,0 days 00:00:00,0 days 00:00:00
158,56,19,7,0 days 00:01:31.514000,0 days 00:00:00,0 days 00:00:00
158,35,16,8,0 days 00:01:31.968000,0 days 00:00:00,0 days 00:00:00
158,21,22,9,0 days 00:01:31.992000,0 days 00:00:00,0 days 00:00:00
158,63,15,10,0 days 00:01:32.018000,0 days 00:00:00,0 days 00:00:00
158,23,3,11,0 days 00:01:32.220000,0 days 00:00:00,0 days 00:00:00
158,37,21,12,0 days 00:01:32.323000,0 days 00:00:00,0 days 00:00:00
158,50,21,13,0 days 00:01:32.477000,0 days 00:00:00,0 days 00:00:00
158,25,22,14,0 days 00:01:32.775000,0 days 00:00:00,0 days 00:00:00
158,2,20,15,0 days 00:01:33.024000,0 days 00:00:00,0 days 00:00:00
158,41,16,16,0 days 00:01:33.117000,0 days 00:00:00,0 days 00:00:00
158,55,20,17,0 days 00:01:33.197000,0 days 00:00:00,0 days 00:00:00
158,48,18,18,0 days 00:01:33.261000,0 days 00:00:00,0 days 00:00:00
158,64,15,19,0 days 00:01:33.378000,0 days 00:00:00,0 days 00:00:00
158,65,19,20,0 days 00:01:33.638000,0 days 00:00:00,0 days 00:00:00
158,18,3,21,0 days 00:01:33.828000,0 days 00:00:00,0 days 00:00:00
158,60,18,22,0 days 00:01:34.705000,0 days 00:00:00,0 days 00:00:00
